Gene family	p-value	FDR
OG0006479	0.999	0.999
OG0006480	0.999	0.999
OG0006481	0.967	0.999
OG0006482	0.972	0.999
OG0006483	0.975	0.999
OG0006484	0.968	0.999
OG0006485	0.999	0.999
OG0006486	0.984	0.999
OG0006487	0.999	0.999
OG0006488	0.977	0.999
OG0006489	0.966	0.999
OG0006490	0.966	0.999
OG0006491	0.999	0.999
OG0006492	0.999	0.999
OG0006493	0.966	0.999
OG0006494	0.966	0.999
OG0006495	0.952	0.999
OG0006496	0.966	0.999
OG0006497	0.962	0.999
OG0006498	0.999	0.999
OG0006499	0.998	0.999
OG0006500	0.999	0.999
OG0006501	0.999	0.999
OG0006502	0.946	0.999
OG0006503	0.995	0.999
OG0006504	0.885	0.999
OG0006505	0.961	0.999
OG0006506	0.999	0.999
OG0006507	0.999	0.999
OG0006508	0.946	0.999
OG0006509	0.999	0.999
OG0006510	0.974	0.999
OG0006511	0.988	0.999
OG0006512	0.984	0.999
OG0006513	0.999	0.999
OG0006514	0.973	0.999
OG0006515	0.979	0.999
OG0006516	0.999	0.999
OG0006517	0.999	0.999
OG0006518	0.999	0.999
OG0006519	0.998	0.999
OG0006520	0.878	0.999
OG0006521	0.92	0.999
OG0006522	0.951	0.999
OG0006523	0.939	0.999
OG0006524	0.999	0.999
OG0006525	0.962	0.999
OG0006526	0.979	0.999
OG0006527	0.975	0.999
OG0006528	0.999	0.999
OG0006529	0.966	0.999
OG0006530	0.977	0.999
OG0006531	0.999	0.999
OG0006533	0.999	0.999
OG0006534	0.972	0.999
OG0006535	0.974	0.999
OG0006536	0.999	0.999
OG0006537	0.996	0.999
OG0006538	0.972	0.999
OG0006539	0.97	0.999
OG0006540	0.965	0.999
OG0006541	0.999	0.999
OG0006542	0.967	0.999
OG0006543	0.999	0.999
OG0006544	0.966	0.999
OG0006545	0.981	0.999
OG0006546	0.981	0.999
OG0006547	0.855	0.999
OG0006548	0.997	0.999
OG0006549	0.999	0.999
OG0006550	0.999	0.999
OG0006551	0.999	0.999
OG0006552	0.999	0.999
OG0006553	0.965	0.999
OG0006554	0.978	0.999
OG0006555	0.999	0.999
OG0006556	0.999	0.999
OG0006557	0.996	0.999
OG0006558	0.982	0.999
OG0006559	0.998	0.999
OG0006560	0.966	0.999
OG0006561	0.999	0.999
OG0006562	0.999	0.999
OG0006563	0.935	0.999
OG0006565	0.999	0.999
OG0006566	0.999	0.999
OG0006567	0.997	0.999
OG0006568	0.999	0.999
OG0006569	0.978	0.999
OG0006570	0.965	0.999
OG0006571	0.986	0.999
OG0006572	0.878	0.999
OG0006573	0.966	0.999
OG0006574	0.999	0.999
OG0006575	0.977	0.999
OG0006576	0.972	0.999
OG0006577	0.999	0.999
OG0006578	0.985	0.999
OG0006579	0.972	0.999
OG0006580	0.972	0.999
OG0006581	0.972	0.999
OG0006582	0.966	0.999
OG0006583	0.974	0.999
OG0006584	0.995	0.999
OG0006585	0.933	0.999
OG0006586	0.979	0.999
OG0006587	0.999	0.999
OG0006588	0.972	0.999
OG0006589	0.972	0.999
OG0006590	0.972	0.999
OG0006591	0.978	0.999
OG0006592	0.979	0.999
OG0006594	0.999	0.999
OG0006595	0.946	0.999
OG0006596	0.968	0.999
OG0006597	0.999	0.999
OG0006598	0.972	0.999
OG0006599	0.973	0.999
OG0006600	0.965	0.999
OG0006601	0.977	0.999
OG0006602	0.999	0.999
OG0006603	0.955	0.999
OG0006604	0.999	0.999
OG0006605	0.969	0.999
OG0006606	0.978	0.999
OG0006607	0.984	0.999
OG0006608	0.995	0.999
OG0006609	0.999	0.999
OG0006610	0.944	0.999
OG0006611	0.973	0.999
OG0006612	0.978	0.999
OG0006613	0.999	0.999
OG0006614	0.966	0.999
OG0006615	0.999	0.999
OG0006616	0.999	0.999
OG0006617	0.972	0.999
OG0006618	0.975	0.999
OG0006619	0.999	0.999
OG0006620	0.985	0.999
OG0006621	0.962	0.999
OG0006622	0.968	0.999
OG0006623	0.973	0.999
OG0006624	0.999	0.999
OG0006625	0.999	0.999
OG0006626	0.946	0.999
OG0006627	0.983	0.999
OG0006628	0.966	0.999
OG0006629	0.828	0.999
OG0006630	0.974	0.999
OG0006631	0.844	0.999
OG0006632	0.979	0.999
OG0006633	0.979	0.999
OG0006634	0.954	0.999
OG0006635	0.962	0.999
OG0006636	0.999	0.999
OG0006637	0.999	0.999
OG0006638	0.959	0.999
OG0006639	0.999	0.999
OG0006640	0.978	0.999
OG0006641	0.972	0.999
OG0006642	0.972	0.999
OG0006643	0.999	0.999
OG0006644	0.981	0.999
OG0006645	0.999	0.999
OG0006646	0.999	0.999
OG0006647	0.999	0.999
OG0006648	0.935	0.999
OG0006649	0.977	0.999
OG0006650	0.981	0.999
OG0006651	0.973	0.999
OG0006652	0.993	0.999
OG0006653	0.949	0.999
OG0006654	0.999	0.999
OG0006655	0.979	0.999
OG0006656	0.966	0.999
OG0006657	0.999	0.999
OG0006658	0.961	0.999
OG0006659	0.975	0.999
OG0006660	0.984	0.999
OG0006661	0.998	0.999
OG0006662	0.999	0.999
OG0006663	0.979	0.999
OG0006664	0.977	0.999
OG0006665	0.922	0.999
OG0006666	0.999	0.999
OG0006667	0.984	0.999
OG0006668	0.999	0.999
OG0006669	0.999	0.999
OG0006670	0.999	0.999
OG0006671	0.978	0.999
OG0006672	0.983	0.999
OG0006673	0.977	0.999
OG0006674	0.999	0.999
OG0006675	0.966	0.999
OG0006676	0.979	0.999
OG0006677	0.999	0.999
OG0006678	0.998	0.999
OG0006679	0.966	0.999
OG0006680	0.966	0.999
OG0006681	0.955	0.999
OG0006682	0.99	0.999
OG0006683	0.966	0.999
OG0006684	0.978	0.999
OG0006685	0.985	0.999
OG0006686	0.956	0.999
OG0006687	0.999	0.999
OG0006688	0.972	0.999
OG0006689	0.984	0.999
OG0006690	0.961	0.999
OG0006691	0.999	0.999
OG0006692	0.999	0.999
OG0006693	0.978	0.999
OG0006694	0.958	0.999
OG0006695	0.972	0.999
OG0006696	0.999	0.999
OG0006697	0.999	0.999
OG0006698	0.972	0.999
OG0006699	0.999	0.999
OG0006700	0.922	0.999
OG0006701	0.946	0.999
OG0006702	0.974	0.999
OG0006703	0.999	0.999
OG0006704	0.911	0.999
OG0006705	0.914	0.999
OG0006706	0.972	0.999
OG0006707	0.975	0.999
OG0006708	0.957	0.999
OG0006709	0.975	0.999
OG0006710	0.979	0.999
OG0006711	0.975	0.999
OG0006712	0.999	0.999
OG0006713	0.984	0.999
OG0006716	0.999	0.999
OG0006717	0.92	0.999
OG0006718	0.784	0.999
OG0006719	0.999	0.999
OG0006721	0.676	0.999
OG0006722	0.999	0.999
OG0006723	0.999	0.999
OG0006724	0.986	0.999
OG0006737	0.979	0.999
OG0006738	0.926	0.999
OG0006739	0.972	0.999
OG0006740	0.975	0.999
OG0006741	0.984	0.999
OG0006742	0.999	0.999
OG0006743	0.966	0.999
OG0006744	0.984	0.999
OG0006745	0.985	0.999
OG0006746	0.999	0.999
OG0006747	0.987	0.999
OG0006748	0.965	0.999
OG0006749	0.966	0.999
OG0006750	0.981	0.999
OG0006751	0.965	0.999
OG0006752	0.981	0.999
OG0006753	0.966	0.999
OG0006754	0.984	0.999
OG0006755	0.966	0.999
OG0006756	0.999	0.999
OG0006757	0.983	0.999
OG0006758	0.999	0.999
OG0006759	0.98	0.999
OG0006760	0.906	0.999
OG0006761	0.999	0.999
OG0006762	0.961	0.999
OG0006763	0.999	0.999
OG0006764	0.965	0.999
OG0006765	0.999	0.999
OG0006766	0.966	0.999
OG0006767	0.984	0.999
OG0006768	0.999	0.999
OG0006769	0.984	0.999
OG0006770	0.978	0.999
OG0006771	0.984	0.999
OG0006772	0.96	0.999
OG0006773	0.984	0.999
OG0006774	0.961	0.999
OG0006775	0.988	0.999
OG0006776	0.98	0.999
OG0006777	0.974	0.999
OG0006778	0.984	0.999
OG0006779	0.986	0.999
OG0006780	0.949	0.999
OG0006781	0.961	0.999
OG0006782	0.984	0.999
OG0006783	0.999	0.999
OG0006784	0.967	0.999
OG0006785	0.999	0.999
OG0006786	0.965	0.999
OG0006787	0.984	0.999
OG0006788	0.965	0.999
OG0006789	0.98	0.999
OG0006790	0.966	0.999
OG0006791	0.884	0.999
OG0006792	0.917	0.999
OG0006793	0.946	0.999
OG0006794	0.999	0.999
OG0006795	0.985	0.999
OG0006796	0.974	0.999
OG0006797	0.977	0.999
OG0006798	0.982	0.999
OG0006799	0.999	0.999
OG0006800	0.977	0.999
OG0006801	0.976	0.999
OG0006802	0.987	0.999
OG0006803	0.987	0.999
OG0006804	0.999	0.999
OG0006805	0.987	0.999
OG0006806	0.999	0.999
OG0006807	0.999	0.999
OG0006808	0.966	0.999
OG0006809	0.965	0.999
OG0006810	0.988	0.999
OG0006811	0.984	0.999
OG0006812	0.966	0.999
OG0006813	0.948	0.999
OG0006814	0.984	0.999
OG0006815	0.965	0.999
OG0006816	0.983	0.999
OG0006817	0.982	0.999
OG0006818	0.944	0.999
OG0006819	0.985	0.999
OG0006820	0.93	0.999
OG0006821	0.98	0.999
OG0006822	0.987	0.999
OG0006823	0.999	0.999
OG0006824	0.978	0.999
OG0006825	0.999	0.999
OG0006826	0.961	0.999
OG0006827	0.988	0.999
OG0006828	0.993	0.999
OG0006829	0.987	0.999
OG0006830	0.998	0.999
OG0006831	0.958	0.999
OG0006832	0.982	0.999
OG0006833	0.999	0.999
OG0006834	0.999	0.999
OG0006838	0.966	0.999
OG0006839	0.999	0.999
OG0006840	0.999	0.999
OG0006841	0.999	0.999
OG0006842	0.987	0.999
OG0006843	0.999	0.999
OG0006844	0.985	0.999
OG0006845	0.999	0.999
OG0006846	0.983	0.999
OG0006847	0.988	0.999
OG0006848	0.965	0.999
OG0006849	0.953	0.999
OG0006850	0.961	0.999
OG0006851	0.972	0.999
OG0006852	0.98	0.999
OG0006853	0.982	0.999
OG0006854	0.98	0.999
OG0006855	0.999	0.999
OG0006856	0.965	0.999
OG0006857	0.979	0.999
OG0006858	0.982	0.999
OG0006859	0.984	0.999
OG0006860	0.999	0.999
OG0006861	0.878	0.999
OG0006862	0.985	0.999
OG0006863	0.919	0.999
OG0006864	0.946	0.999
OG0006865	0.974	0.999
OG0006866	0.973	0.999
OG0006867	0.987	0.999
OG0006868	0.988	0.999
OG0006869	0.987	0.999
OG0006870	0.999	0.999
OG0006871	0.984	0.999
OG0006872	0.966	0.999
OG0006873	0.984	0.999
OG0006874	0.985	0.999
OG0006875	0.999	0.999
OG0006876	0.999	0.999
OG0006877	0.98	0.999
OG0006878	0.982	0.999
OG0006879	0.999	0.999
OG0006880	0.987	0.999
OG0006881	0.974	0.999
OG0006882	0.983	0.999
OG0006883	0.984	0.999
OG0006884	0.999	0.999
OG0006885	0.999	0.999
OG0006886	0.984	0.999
OG0006887	0.984	0.999
OG0006888	0.982	0.999
OG0006889	0.99	0.999
OG0006890	0.982	0.999
OG0006891	0.969	0.999
OG0006892	0.829	0.999
OG0006893	0.979	0.999
OG0006894	0.984	0.999
OG0006895	0.97	0.999
OG0006896	0.965	0.999
OG0006897	0.94	0.999
OG0006898	0.949	0.999
OG0006899	0.965	0.999
OG0006900	0.977	0.999
OG0006901	0.966	0.999
OG0006902	0.983	0.999
OG0006904	0.999	0.999
OG0006905	0.981	0.999
OG0006906	0.973	0.999
OG0006907	0.979	0.999
OG0006908	0.955	0.999
OG0006909	0.984	0.999
OG0006910	0.999	0.999
OG0006911	0.987	0.999
OG0006912	0.938	0.999
OG0006913	0.988	0.999
OG0006914	0.755	0.999
OG0006915	0.893	0.999
OG0006916	0.997	0.999
OG0006917	0.887	0.999
OG0006918	0.999	0.999
OG0006919	0.984	0.999
OG0006920	0.999	0.999
OG0006921	0.953	0.999
OG0006922	0.983	0.999
OG0006923	0.987	0.999
OG0006924	0.994	0.999
OG0006925	0.98	0.999
OG0006926	0.984	0.999
OG0006927	0.985	0.999
OG0006928	0.981	0.999
OG0006929	0.982	0.999
OG0006930	0.978	0.999
OG0006931	0.999	0.999
OG0006932	0.983	0.999
OG0006933	0.984	0.999
OG0006934	0.98	0.999
OG0006935	0.999	0.999
OG0006936	0.98	0.999
OG0006937	0.977	0.999
OG0006938	0.978	0.999
OG0006939	0.977	0.999
OG0006940	0.98	0.999
OG0006942	0.981	0.999
OG0006943	0.965	0.999
OG0006944	0.999	0.999
OG0006945	0.988	0.999
OG0006946	0.999	0.999
OG0006947	0.966	0.999
OG0006948	0.98	0.999
OG0006949	0.999	0.999
OG0006950	0.92	0.999
OG0006951	0.987	0.999
OG0006952	0.984	0.999
OG0006953	0.987	0.999
OG0006954	0.984	0.999
OG0006955	0.986	0.999
OG0006956	0.987	0.999
OG0006957	0.983	0.999
OG0006958	0.958	0.999
OG0006959	0.961	0.999
OG0006960	0.966	0.999
OG0006961	0.999	0.999
OG0006962	0.999	0.999
OG0006963	0.95	0.999
OG0006964	0.999	0.999
OG0006965	0.984	0.999
OG0006966	0.984	0.999
OG0006967	0.982	0.999
OG0006968	0.998	0.999
OG0006969	0.98	0.999
OG0006970	0.98	0.999
OG0006971	0.966	0.999
OG0006972	0.972	0.999
OG0006973	0.987	0.999
OG0006974	0.981	0.999
OG0006975	0.999	0.999
OG0006976	0.951	0.999
OG0006977	0.984	0.999
OG0006978	0.966	0.999
OG0006979	0.961	0.999
OG0006980	0.987	0.999
OG0006981	0.988	0.999
OG0006982	0.986	0.999
OG0006983	0.94	0.999
OG0006984	0.975	0.999
OG0006985	0.984	0.999
OG0006986	0.975	0.999
OG0006987	0.966	0.999
OG0006988	0.966	0.999
OG0006989	0.982	0.999
OG0006990	0.982	0.999
OG0006991	0.88	0.999
OG0006992	0.958	0.999
OG0006994	0.967	0.999
OG0006995	0.966	0.999
OG0006996	0.985	0.999
OG0006997	0.982	0.999
OG0006998	0.982	0.999
OG0006999	0.98	0.999
OG0007000	0.981	0.999
OG0007001	0.984	0.999
OG0007002	0.966	0.999
OG0007003	0.927	0.999
OG0007004	0.979	0.999
OG0007005	0.999	0.999
OG0007006	0.966	0.999
OG0007007	0.984	0.999
OG0007008	0.984	0.999
OG0007009	0.999	0.999
OG0007010	0.981	0.999
OG0007011	0.984	0.999
OG0007012	0.999	0.999
OG0007013	0.999	0.999
OG0007014	0.984	0.999
OG0007015	0.999	0.999
OG0007016	0.983	0.999
OG0007017	0.966	0.999
OG0007018	0.999	0.999
OG0007019	0.985	0.999
OG0007020	0.935	0.999
OG0007021	0.966	0.999
OG0007022	0.922	0.999
OG0007023	0.966	0.999
OG0007024	0.98	0.999
OG0007025	0.9	0.999
OG0007026	0.999	0.999
OG0007027	0.966	0.999
OG0007028	0.8	0.999
OG0007029	0.968	0.999
OG0007030	0.999	0.999
OG0007031	0.999	0.999
OG0007032	0.98	0.999
OG0007033	0.967	0.999
OG0007034	0.981	0.999
OG0007035	0.999	0.999
OG0007036	0.979	0.999
OG0007037	0.999	0.999
OG0007038	0.987	0.999
OG0007039	0.973	0.999
OG0007040	0.984	0.999
OG0007041	0.7	0.999
OG0007042	0.999	0.999
OG0007043	0.999	0.999
OG0007044	0.963	0.999
OG0007045	0.98	0.999
OG0007046	0.999	0.999
OG0007047	0.999	0.999
OG0007048	0.963	0.999
OG0007049	0.98	0.999
OG0007050	0.999	0.999
OG0007051	0.999	0.999
OG0007052	0.984	0.999
OG0007053	0.962	0.999
OG0007054	0.981	0.999
OG0007055	0.999	0.999
OG0007056	0.985	0.999
OG0007057	0.984	0.999
OG0007058	0.987	0.999
OG0007059	0.999	0.999
OG0007060	0.965	0.999
OG0007061	0.963	0.999
OG0007062	0.984	0.999
OG0007063	0.973	0.999
OG0007064	0.977	0.999
OG0007065	0.985	0.999
OG0007066	0.967	0.999
OG0007067	0.966	0.999
OG0007068	0.987	0.999
OG0007069	0.987	0.999
OG0007070	0.985	0.999
OG0007071	0.987	0.999
OG0007072	0.999	0.999
OG0007073	0.98	0.999
OG0007074	0.999	0.999
OG0007075	0.995	0.999
OG0007076	0.987	0.999
OG0007077	0.985	0.999
OG0007078	0.966	0.999
OG0007079	0.938	0.999
OG0007080	0.977	0.999
OG0007081	0.999	0.999
OG0007082	0.999	0.999
OG0007083	0.963	0.999
OG0007084	0.98	0.999
OG0007085	0.984	0.999
OG0007086	0.985	0.999
OG0007087	0.984	0.999
OG0007088	0.984	0.999
OG0007089	0.981	0.999
OG0007090	0.98	0.999
OG0007091	0.967	0.999
OG0007092	0.967	0.999
OG0007093	0.966	0.999
OG0007094	0.999	0.999
OG0007095	0.979	0.999
OG0007096	0.981	0.999
OG0007097	0.98	0.999
OG0007098	0.966	0.999
OG0007099	0.98	0.999
OG0007100	0.985	0.999
OG0007101	0.984	0.999
OG0007102	0.94	0.999
OG0007103	0.984	0.999
OG0007104	0.981	0.999
OG0007105	0.999	0.999
OG0007106	0.999	0.999
OG0007107	0.983	0.999
OG0007108	0.962	0.999
OG0007109	0.999	0.999
OG0007110	0.984	0.999
OG0007111	0.985	0.999
OG0007112	0.966	0.999
OG0007113	0.999	0.999
OG0007114	0.982	0.999
OG0007115	0.978	0.999
OG0007116	0.966	0.999
OG0007117	0.98	0.999
OG0007118	0.966	0.999
OG0007119	0.975	0.999
OG0007120	0.966	0.999
OG0007121	0.981	0.999
OG0007122	0.999	0.999
OG0007123	0.983	0.999
OG0007124	0.987	0.999
OG0007125	0.999	0.999
OG0007126	0.974	0.999
OG0007127	0.967	0.999
OG0007128	0.967	0.999
OG0007129	0.985	0.999
OG0007130	0.923	0.999
OG0007131	0.984	0.999
OG0007132	0.988	0.999
OG0007133	0.993	0.999
OG0007134	0.98	0.999
OG0007135	0.999	0.999
OG0007136	0.975	0.999
OG0007137	0.984	0.999
OG0007138	0.946	0.999
OG0007139	0.966	0.999
OG0007140	0.984	0.999
OG0007141	0.999	0.999
OG0007142	0.968	0.999
OG0007143	0.796	0.999
OG0007144	0.983	0.999
OG0007145	0.987	0.999
OG0007146	0.987	0.999
OG0007147	0.98	0.999
OG0007148	0.911	0.999
OG0007149	0.946	0.999
OG0007150	0.94	0.999
OG0007151	0.987	0.999
OG0007152	0.98	0.999
OG0007153	0.987	0.999
OG0007154	0.999	0.999
OG0007155	0.953	0.999
OG0007156	0.999	0.999
OG0007157	0.985	0.999
OG0007158	0.994	0.999
OG0007159	0.966	0.999
OG0007160	0.954	0.999
OG0007161	0.945	0.999
OG0007162	0.981	0.999
OG0007163	0.988	0.999
OG0007164	0.987	0.999
OG0007165	0.999	0.999
OG0007166	0.977	0.999
OG0007167	0.953	0.999
OG0007168	0.984	0.999
OG0007169	0.881	0.999
OG0007170	0.985	0.999
OG0007171	0.966	0.999
OG0007172	0.999	0.999
OG0007173	0.984	0.999
OG0007175	0.987	0.999
OG0007176	0.987	0.999
OG0007177	0.973	0.999
OG0007178	0.98	0.999
OG0007179	0.985	0.999
OG0007180	0.914	0.999
OG0007181	0.999	0.999
OG0007182	0.984	0.999
OG0007183	0.974	0.999
OG0007184	0.999	0.999
OG0007185	0.982	0.999
OG0007186	0.994	0.999
OG0007187	0.981	0.999
OG0007188	0.603	0.999
OG0007189	0.953	0.999
OG0007190	0.978	0.999
OG0007191	0.846	0.999
OG0007192	0.966	0.999
OG0007193	0.999	0.999
OG0007194	0.987	0.999
OG0007195	0.997	0.999
OG0007196	0.999	0.999
OG0007197	0.929	0.999
OG0007198	0.999	0.999
OG0007199	0.999	0.999
OG0007200	0.981	0.999
OG0007201	0.958	0.999
OG0007202	0.999	0.999
OG0007203	0.999	0.999
OG0007204	0.987	0.999
OG0007205	0.983	0.999
OG0007206	0.926	0.999
OG0007207	0.924	0.999
OG0007208	0.999	0.999
OG0007209	0.999	0.999
OG0007210	0.962	0.999
OG0007211	0.998	0.999
OG0007212	0.98	0.999
OG0007213	0.999	0.999
OG0007214	0.997	0.999
OG0007215	0.979	0.999
OG0007216	0.965	0.999
OG0007217	0.974	0.999
OG0007218	0.998	0.999
OG0007219	0.999	0.999
OG0007220	0.975	0.999
OG0007221	0.955	0.999
OG0007222	0.958	0.999
OG0007223	0.982	0.999
OG0007224	0.987	0.999
OG0007225	0.999	0.999
OG0007226	0.999	0.999
OG0007227	0.981	0.999
OG0007228	0.999	0.999
OG0007229	0.982	0.999
OG0007230	0.991	0.999
OG0007231	0.966	0.999
OG0007232	0.999	0.999
OG0007233	0.999	0.999
OG0007234	0.999	0.999
OG0007235	0.987	0.999
OG0007236	0.988	0.999
OG0007237	0.985	0.999
OG0007238	0.984	0.999
OG0007239	0.999	0.999
OG0007240	0.995	0.999
OG0007241	0.99	0.999
OG0007242	0.983	0.999
OG0007243	0.935	0.999
OG0007244	0.999	0.999
OG0007245	0.984	0.999
OG0007246	0.973	0.999
OG0007247	0.988	0.999
OG0007248	0.996	0.999
OG0007249	0.999	0.999
OG0007251	0.973	0.999
OG0007252	0.979	0.999
OG0007253	0.986	0.999
OG0007254	0.985	0.999
OG0007255	0.965	0.999
OG0007256	0.999	0.999
OG0007257	0.99	0.999
OG0007258	0.984	0.999
OG0007259	0.955	0.999
OG0007260	0.966	0.999
OG0007261	0.981	0.999
OG0007262	0.988	0.999
OG0007263	0.984	0.999
OG0007264	0.947	0.999
OG0007265	0.999	0.999
OG0007266	0.988	0.999
OG0007267	0.988	0.999
OG0007268	0.966	0.999
OG0007269	0.999	0.999
OG0007270	0.984	0.999
OG0007271	0.985	0.999
OG0007272	0.999	0.999
OG0007273	0.984	0.999
OG0007274	0.961	0.999
OG0007275	0.985	0.999
OG0007276	0.966	0.999
OG0007277	0.984	0.999
OG0007278	0.999	0.999
OG0007279	0.981	0.999
OG0007280	0.985	0.999
OG0007281	0.984	0.999
OG0007282	0.984	0.999
OG0007283	0.984	0.999
OG0007284	0.965	0.999
OG0007285	0.966	0.999
OG0007286	0.938	0.999
OG0007287	0.976	0.999
OG0007288	0.999	0.999
OG0007289	0.966	0.999
OG0007290	0.903	0.999
OG0007291	0.975	0.999
OG0007292	0.984	0.999
OG0007293	0.979	0.999
OG0007294	0.999	0.999
OG0007295	0.974	0.999
OG0007296	0.979	0.999
OG0007297	0.999	0.999
OG0007298	0.961	0.999
OG0007299	0.966	0.999
OG0007300	0.966	0.999
OG0007301	0.999	0.999
OG0007302	0.999	0.999
OG0007303	0.984	0.999
OG0007304	0.966	0.999
OG0007305	0.999	0.999
OG0007306	0.999	0.999
OG0007307	0.967	0.999
OG0007308	0.98	0.999
OG0007309	0.98	0.999
OG0007310	0.999	0.999
OG0007311	0.979	0.999
OG0007312	0.962	0.999
OG0007313	0.966	0.999
OG0007314	0.999	0.999
OG0007315	0.987	0.999
OG0007316	0.999	0.999
OG0007317	0.985	0.999
OG0007318	0.981	0.999
OG0007319	0.983	0.999
OG0007320	0.999	0.999
OG0007321	0.985	0.999
OG0007322	0.985	0.999
OG0007323	0.984	0.999
OG0007324	0.999	0.999
OG0007325	0.971	0.999
OG0007326	0.988	0.999
OG0007327	0.966	0.999
OG0007328	0.987	0.999
OG0007329	0.959	0.999
OG0007331	0.999	0.999
OG0007332	0.984	0.999
OG0007333	0.905	0.999
OG0007334	0.984	0.999
OG0007335	0.914	0.999
OG0007336	0.986	0.999
OG0007337	0.982	0.999
OG0007338	0.984	0.999
OG0007339	0.999	0.999
OG0007340	0.988	0.999
OG0007341	0.998	0.999
OG0007342	0.982	0.999
OG0007343	0.984	0.999
OG0007344	0.972	0.999
OG0007345	0.984	0.999
OG0007346	0.995	0.999
OG0007347	0.999	0.999
OG0007348	0.995	0.999
OG0007349	0.973	0.999
OG0007350	0.986	0.999
OG0007351	0.927	0.999
OG0007352	0.999	0.999
OG0007353	0.987	0.999
OG0007354	0.999	0.999
OG0007355	0.999	0.999
OG0007356	0.92	0.999
OG0007357	0.965	0.999
OG0007358	0.983	0.999
OG0007359	0.986	0.999
OG0007360	0.927	0.999
OG0007361	0.985	0.999
OG0007362	0.962	0.999
OG0007363	0.982	0.999
OG0007364	0.98	0.999
OG0007365	0.981	0.999
OG0007366	0.98	0.999
OG0007367	0.985	0.999
OG0007368	0.987	0.999
OG0007369	0.984	0.999
OG0007370	0.972	0.999
OG0007371	0.986	0.999
OG0007372	0.999	0.999
OG0007373	0.981	0.999
OG0007374	0.984	0.999
OG0007375	0.976	0.999
OG0007376	0.98	0.999
OG0007377	0.946	0.999
OG0007378	0.98	0.999
OG0007379	0.889	0.999
OG0007380	0.966	0.999
OG0007381	0.982	0.999
OG0007382	0.981	0.999
OG0007383	0.979	0.999
OG0007384	0.982	0.999
OG0007385	0.999	0.999
OG0007386	0.946	0.999
OG0007387	0.968	0.999
OG0007388	0.98	0.999
OG0007389	0.966	0.999
OG0007390	0.98	0.999
OG0007391	0.999	0.999
OG0007392	0.997	0.999
OG0007393	0.946	0.999
OG0007394	0.922	0.999
OG0007395	0.987	0.999
OG0007396	0.985	0.999
OG0007397	0.987	0.999
OG0007398	0.966	0.999
OG0007399	0.95	0.999
OG0007400	0.973	0.999
OG0007401	0.985	0.999
OG0007402	0.953	0.999
OG0007403	0.977	0.999
OG0007404	0.982	0.999
OG0007405	0.999	0.999
OG0007406	0.984	0.999
OG0007407	0.955	0.999
OG0007408	0.999	0.999
OG0007409	0.983	0.999
OG0007410	0.791	0.999
OG0007411	0.999	0.999
OG0007412	0.969	0.999
OG0007413	0.975	0.999
OG0007414	0.987	0.999
OG0007415	0.987	0.999
OG0007416	0.984	0.999
OG0007417	0.965	0.999
OG0007418	0.985	0.999
OG0007419	0.949	0.999
OG0007420	0.999	0.999
OG0007422	0.999	0.999
OG0007423	0.968	0.999
OG0007424	0.978	0.999
OG0007425	0.966	0.999
OG0007426	0.993	0.999
OG0007427	0.999	0.999
OG0007428	0.984	0.999
OG0007429	0.999	0.999
OG0007430	0.999	0.999
OG0007431	0.999	0.999
OG0007432	0.996	0.999
OG0007433	0.988	0.999
OG0007434	0.999	0.999
OG0007435	0.965	0.999
OG0007436	0.999	0.999
OG0007437	0.965	0.999
OG0007438	0.999	0.999
OG0007439	0.982	0.999
OG0007440	0.983	0.999
OG0007441	0.966	0.999
OG0007442	0.999	0.999
OG0007443	0.94	0.999
OG0007444	0.984	0.999
OG0007445	0.984	0.999
OG0007446	0.761	0.999
OG0007447	0.999	0.999
OG0007448	0.966	0.999
OG0007449	0.965	0.999
OG0007450	0.988	0.999
OG0007451	0.966	0.999
OG0007452	0.999	0.999
OG0007453	0.987	0.999
OG0007454	0.985	0.999
OG0007455	0.982	0.999
OG0007457	0.982	0.999
OG0007458	0.999	0.999
OG0007459	0.946	0.999
OG0007460	0.985	0.999
OG0007461	0.999	0.999
OG0007462	0.965	0.999
OG0007463	0.982	0.999
OG0007464	0.999	0.999
OG0007465	0.997	0.999
OG0007466	0.973	0.999
OG0007467	0.985	0.999
OG0007468	0.984	0.999
OG0007469	0.999	0.999
OG0007470	0.999	0.999
OG0007471	0.98	0.999
OG0007472	0.946	0.999
OG0007473	0.964	0.999
OG0007474	0.999	0.999
OG0007475	0.983	0.999
OG0007476	0.984	0.999
OG0007477	0.951	0.999
OG0007478	0.982	0.999
OG0007479	0.987	0.999
OG0007480	0.999	0.999
OG0007481	0.955	0.999
OG0007482	0.978	0.999
OG0007483	0.977	0.999
OG0007484	0.981	0.999
OG0007485	0.999	0.999
OG0007486	0.998	0.999
OG0007487	0.988	0.999
OG0007488	0.981	0.999
OG0007489	0.985	0.999
OG0007490	0.979	0.999
OG0007491	0.999	0.999
OG0007492	0.958	0.999
OG0007493	0.984	0.999
OG0007494	0.98	0.999
OG0007495	0.946	0.999
OG0007496	0.944	0.999
OG0007497	0.999	0.999
OG0007498	0.974	0.999
OG0007499	0.882	0.999
OG0007500	0.984	0.999
OG0007501	0.979	0.999
OG0007502	0.999	0.999
OG0007503	0.955	0.999
OG0007504	0.98	0.999
OG0007505	0.98	0.999
OG0007506	0.999	0.999
